	Unnamed: 0	Ratsmitglied	Zutrittsberechtigte	Funktion	Partei	Kanton	page	document	Partei DE	Fraktion	Sektor	Organisation	Score
120	349	Schneider-Schneiter Elisabeth, CVP/BL	Huber Peter Andreas	Novartis	CVP	BL	23.0	zutrittsberechtigte-nr.pdf	CVP	CVP-Fraktion	Pharma	Novartis International AG	90
121	353	Seiler Graf Priska, SP/ZH	Fust Michael	WWF Schweiz	SP	ZH	23.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Umwelt & Natur	WWF Schweiz	100
122	354	Seiler Graf Priska, SP/ZH	Angelini Rebecca	Fachstelle Frauenhandel und Frauenmigration	SP	ZH	23.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Migration	Fachstelle Frauenhandel und Frauenmigration	100
123	355	Semadeni Silva, SP/GR	Dietler Christof	Agrarallianz	SP	GR	23.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Landwirtschaft allgemein	Agrarallianz	100
124	356	Semadeni Silva, SP/GR	Strozzi Elena	Pro Natura	SP	GR	23.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Umwelt & Natur	Pro Natura Solothurn	90
125	357	Siegenthaler Heinz, BDP/BE	Huissoud Nicolas	JBDP Kanton Bern	BDP	BE	23.0	zutrittsberechtigte-nr.pdf	BDP	BDP Fraktion	Kantone/Regionen	Kanton Bern	95
126	358	Siegenthaler Heinz, BDP/BE	Rohrbach Kurt	Handels-und Industrieverein Kanton Bern	BDP	BE	23.0	zutrittsberechtigte-nr.pdf	BDP	BDP Fraktion	KMU/Gewerbe/Arbeitgeber	Handels- und Industrieverein des Kantons Bern	93
127	361	Sommaruga Carlo, PSS/GE	Rouvenaz Badoud Catherine	AGILE.CH	PSS	GE	23.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Behinderung	AGILE.CH	100
128	370	Streiff-Feller Marianne, EVP/BE	Saxenhofer Peter	INSOS Schweiz	EVP	BE	24.0	zutrittsberechtigte-nr.pdf	CVP	CVP-Fraktion	Behinderung	INSOS Schweiz	100
129	372	Thorens Goumaz Adèle, PES/VD	Giovanoli Remco	Greenpeace	PES	VD	24.0	zutrittsberechtigte-nr.pdf	GPS	Grüne Fraktion	Umwelt & Natur	Greenpeace Schweiz	90
130	373	Töngi Michael, GPS/LU	Liner Marcel	Pro Natura	GPS	LU	24.0	zutrittsberechtigte-nr.pdf	GPS	Grüne Fraktion	Umwelt & Natur	Pro Natura Solothurn	90
131	374	Töngi Michael, GPS/LU	Schmid Adrian	Schweizer Heimatschutz	GPS	LU	24.0	zutrittsberechtigte-nr.pdf	GPS	Grüne Fraktion	Kulturinstitutionen	Schweizer Heimatschutz	100
132	380	Tuena Mauro, SVP/ZH	Fischer Benjamin	Junge SVP Schweiz	SVP	ZH	24.0	zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Parteien	Junge SVP Schweiz	100
133	383	Vogler Karl, csp-ow/OW	Stückelberger Ueli	Verband öffentlicher Verkehr, Seilbahnen Schweiz	csp	OW	25.0	zutrittsberechtigte-nr.pdf	CVP	CVP-Fraktion	Öffentlicher Verkehr	Seilbahnen Schweiz	90
134	384	Vogler Karl, csp-ow/OW	Steiner Adrian	Verband Schweizerischer Kantonalbanken	csp	OW	25.0	zutrittsberechtigte-nr.pdf	CVP	CVP-Fraktion	Banken	Verband Schweizerischer Kantonalbanken	100
135	385	Vogt Hans-Ueli, SVP/ZH	Kristensen Philip Holmgaard	PGLR (Parlamentarische Gruppe Luft- und Raumfahrt)	SVP	ZH	25.0	zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Luftfahrt	Parlamentarische Gruppe Luft- und Raumfahrt	95
136	388	von Siebenthal Erich, SVP/BE	Flückiger Stefan	Berner Waldbesitzer	SVP	BE	25.0	zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Holz- und Waldwirtschaft	Berner Waldbesitzer	100
137	389	Walliser Bruno, SVP/ZH	Richner Andreas	Farner Consulting AG	SVP	ZH	25.0	zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Consulting/PR	Farner Consulting AG	100
138	391	Walti Beat, FDP-Liberale/ZH	Vogt Valentin	Schweizerischer Arbeitgeberverband	FDP	ZH	25.0	zutrittsberechtigte-nr.pdf	FDP	FDP-Liberale Fraktion	KMU/Gewerbe/Arbeitgeber	Schweizerischer Arbeitgeberverband	100
139	402	Weibel Thomas, glp/ZH	Eisenhut Antonia Katharina	aqua viva	glp	ZH	26.0	zutrittsberechtigte-nr.pdf	glp	Grünliberale Fraktion	Wasser	Aqua Viva	100
140	403	Weibel Thomas, glp/ZH	Zeyer Christian	swisscleantech	glp	ZH	26.0	zutrittsberechtigte-nr.pdf	glp	Grünliberale Fraktion	Cleantech	swisscleantech	100
141	404	Wermuth Cédric, SP/AG	Eggler Simone	Terre des Femmes	SP	AG	26.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Gleichstellung	Terre des Femmes Schweiz	90
142	405	Wermuth Cédric, SP/AG	Betschart Django	Alpen-Initiative	SP	AG	26.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Umwelt & Natur	Alpen-Initiative	100
143	406	Wobmann Walter, SVP/SO	Burgener Andreas	auto-schweiz	SVP	SO	26.0	zutrittsberechtigte-nr.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Individualverkehr	auto-schweiz Vereinigung Schweizer Automobil-Importeuere	90
144	409	Wüthrich Adrian, SP/BE	Rosenkranz Linda	Kommunikation Travail.Suisse	SP	BE	26.0	zutrittsberechtigte-nr.pdf	SP	Sozialdemokratische Fraktion	Arbeitnehmerorganisationen	Travail.Suisse	90
145	415	Aebi Andreas, SVP/BE	Schneider Donat	aaremilch AG	SVP	BE	2.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Milchwirtschaft	aaremilch AG	100
146	417	Aebischer Matthias, SP/BE	Bütikofer Etienne	Bildungsorganisation savoirsuisse	SP	BE	2.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SP	Sozialdemokratische Fraktion	Bildung/Wissenschaft	savoirsuisse	90
147	425	Amaudruz Céline, UDC/GE	Eperon Patrick	Centre patronal	UDC	GE	2.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SVP	Fraktion der Schweizerischen Volkspartei	KMU/Gewerbe/Arbeitgeber	Centre Patronal	100
148	431	Amstutz Adrian, SVP/BE	Jaussi Reto	ASTAG Schweizerischer Nutzfahrzeugverband	SVP	BE	3.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Logistik/Transport	Astag, Schweizerischer Nutzfahrzeugverband	99
149	432	Amstutz Adrian, SVP/BE	Schnegg Roger	Swiss Olympic	SVP	BE	3.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Spitzensport	Swiss Olympic Association	90
150	449	Bertschy Kathrin, glp/BE	Trummer Christoph	Musikschaffende Schweiz	glp	BE	4.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	glp	Grünliberale Fraktion	Musik	Verein Musikschaffende Schweiz	95
151	453	Birrer-Heimo Prisca, SP/LU	Stalder Sara	Stiftung für Konsumentenschutz	SP	LU	4.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SP	Sozialdemokratische Fraktion	Konsumentenschutz	Stiftung für Konsumentenschutz (SKS)	95
152	461	Brélaz Daniel, PES/VD	Jakob Stefan	Ecopolitics	PES	VD	5.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	GPS	Grüne Fraktion	Consulting/PR	Ecopolitics GmbH	95
153	462	Brélaz Daniel, PES/VD	Michaud Gigon Sophie	pro natura	PES	VD	5.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	GPS	Grüne Fraktion	Umwelt & Natur	Pro Natura Solothurn	90
154	464	Brunner Toni, SVP/SG	Bähler Thomas	Verband Stahl-, Metall- und Papier-Recycling Schweiz	SVP	SG	5.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Abfallwirtschaft	Verband Stahl-, Metall- und Papier-Recycling Schweiz VSMR	95
155	483	Candinas Martin, CVP/GR	Dietrich Matthias	Die Schweizerische Post AG	CVP	GR	6.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	CVP	CVP-Fraktion	Logistik/Transport	Die Schweizerische Post AG	100
156	485	Carobbio Guscetti Marina, SP/TI	Töngi Michael	Associazione Svizzera inquilini	SP	TI	6.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SP	Sozialdemokratische Fraktion	Mieter	Associazione Svizzera Inquilini – Federazione della Svizzera italiana (ASI)	90
157	491	Chiesa Marco, UDC/TI	Denti Franco Eugenio	Ordine dei Medici del Canton Ticino	UDC	TI	6.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Arztmedizin	Ordine dei Medici del Canton Ticino	100
158	495	de Buman Dominique, PDC/FR	Gisi Barbara	Schweizer Tourismus-Verband	PDC	FR	7.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	CVP	CVP-Fraktion	Tourismus/Gastronomie	Schweizer Tourismus-Verband	100
159	496	de Buman Dominique, PDC/FR	Shahinian Sarkis	Parlamentarische Gruppe Schweiz-Armenien	PDC	FR	7.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	CVP	CVP-Fraktion	Aussenpolitik allgemein	Parlamentarische Gruppe Schweiz - Armenien	98
160	497	de Courten Thomas, SVP/BL	Gfeller Kurt	Schweizerischer Gewerbeverband	SVP	BL	7.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SVP	Fraktion der Schweizerischen Volkspartei	KMU/Gewerbe/Arbeitgeber	Schweizerischer Gewerbeverband	100
161	501	Derder Fathi, PLR/VD	Gaggini Cristina	Economiesuisse	PLR	VD	7.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	FDP	FDP-Liberale Fraktion	Wirtschaft allgemein	economiesuisse	100
162	509	Eichenberger-Walther Corina, FDP-		Migros-Genossenschaftsbund	FDP	P-			FDP	FDP-Liberale Fraktion	Detailhandel	Migros-Genossenschafts-Bund	98
163	522	Feri Yvonne, SP/AG	Bühlmann Regula	Schweizerischer Gewerkschaftsbund SGB	SP	AG	8.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SP	Sozialdemokratische Fraktion	Arbeitnehmerorganisationen	Schweizerischer Gewerkschaftsbund	95
164	526	Flach Beat, glp/AG	Hämisegger Kuno	Schweizerische Bankiervereinigung	glp	AG	9.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	glp	Grünliberale Fraktion	Banken	Schweizerische Bankiervereinigung	100
165	527	Flach Beat, glp/AG	Bächtold Hans-Georg	SIA Schweizerischer Ingenieur- und Architektenverein	glp	AG	9.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	glp	Grünliberale Fraktion	Bauhauptgewerbe	Schweizerischer Ingenieur- und Architektenverein	96
166	530	Fluri Kurt, FDP-Liberale/SO	Schmid Michael	Verband der Schweizerischen Gasindustrie	FDP	SO	9.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	FDP	FDP-Liberale Fraktion	Uhrenindustrie	Verband der Schweizerischen Uhrenindustrie	90
167	533	Frehner Sebastian, SVP/BS	Britt Jean-Christophe	Novartis Pharma AG	SVP	BS	9.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Pharma	Novartis Pharma AG	100
168	538	Friedl Claudia, SP/SG	Schmassmann Eva	Alliance sud	SP	SG	9.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SP	Sozialdemokratische Fraktion	Hilfswerke international	Alliance Sud	100
169	539	Friedl Claudia, SP/SG	Wittwer Jürg	Hausverein Schweiz	SP	SG	9.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SP	Sozialdemokratische Fraktion	Immobilien/Hauseigentümer	Hausverein Ostschweiz	92
170	542	Gasche Urs, BDP/BE	Rohrbach Kurt	VSE Verband schweizerischer Elektrizitätsunternehmen	BDP	BE	10.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	BDP	BDP Fraktion	Energieversorger	Verband Schweizerischer Elektrizitätsunternehmen (VSE)	95
171	543	Gasche Urs, BDP/BE	Bürki Franziska	Public Affairs BKW AG	BDP	BE	10.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	BDP	BDP Fraktion	Energieversorger	BKW AG	90
172	548	Giezendanner Ulrich, SVP/AG	Kirchhofer André	ASTAG	SVP	AG	10.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Logistik/Transport	Astag, Sektion Nordwestschweiz	90
173	550	Girod Bastien, GPS/ZH	Hofstetter Patrick	WWF Schweiz	GPS	ZH	10.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	GPS	Grüne Fraktion	Umwelt & Natur	WWF Schweiz	100
174	551	Girod Bastien, GPS/ZH	Barmettler Franziska	Wirtschaftsverband swisscleantech	GPS	ZH	10.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	GPS	Grüne Fraktion	Cleantech	swisscleantech	90
175	552	Glanzmann-Hunkeler Ida, CVP/LU	Graf Guido	Regierungsrat des Kantons Luzern	CVP	LU	10.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	CVP	CVP-Fraktion	Kantone/Regionen	Regierungsrat des Kantons Luzern	100
176	556	Glättli Balthasar, GPS/ZH	Staudenmann Jürg	Alliance Sud	GPS	ZH	10.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	GPS	Grüne Fraktion	Hilfswerke international	Alliance Sud	100
177	558	Gmür Alois, CVP/SZ	Platzer Casimir	GastroSuisse	CVP	SZ	11.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	CVP	CVP-Fraktion	Tourismus/Gastronomie	Gastrosuisse	100
178	559	Gmür Alois, CVP/SZ	Kreber Marcel	Schweizer Brauerei-Verband	CVP	SZ	11.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	CVP	CVP-Fraktion	Weinbau, Bier und Spirituosen	Schweizer Brauerei-Verband	100
179	564	Gössi Petra, FDP-Liberale/SZ	Davatz-Höchner Christine	Schweizerischer Gewerbeverband sgv	FDP	SZ	11.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	FDP	FDP-Liberale Fraktion	KMU/Gewerbe/Arbeitgeber	Schweizerischer Gewerbeverband	95
180	566	Graf Maya, GPS/BL	Bossard Martin	Bio Suisse	GPS	BL	11.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	GPS	Grüne Fraktion	Ökologie	Bio Suisse, Vereinigung Schweizer Biolandbau-Organisationen	90
181	567	Graf Maya, GPS/BL	Goethe Christina	Brot für alle	GPS	BL	11.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	GPS	Grüne Fraktion	Hilfswerke international	Stiftung Brot für alle	90
182	568	Graf-Litscher Edith, SP/TG	Graf Harry	ewz	SP	TG	11.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SP	Sozialdemokratische Fraktion	Energieversorger	ewz	100
183	569	Graf-Litscher Edith, SP/TG	Stüdeli Walter	Köhler, Stüdeli & Partner GmbH	SP	TG	11.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SP	Sozialdemokratische Fraktion	Consulting/PR	Köhler, Stüdeli & Partner GmbH	100
184	572	Grossen Jürg, glp/BE	Hämmerli Urs Simon	Verband Schweizerischer Elektro-Installationsfirmen VSEI	glp	BE	11.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	glp	Grünliberale Fraktion	Baunebengewerbe	Verband Schweizerischer Elektro-Installationsfirmen	95
185	580	Guhl Bernhard, BDP/AG	Kilchenmann Stefan	Swisscom AG	BDP	AG	12.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	BDP	BDP Fraktion	Dienstleister Kommunikation	Swisscom AG	100
186	581	Guhl Bernhard, BDP/AG	Hofmann Max	Verband Schweizerischer Polizeibeamter	BDP	AG	12.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	BDP	BDP Fraktion	Polizei	Verband Schweizerischer Polizeibeamter	100
187	582	Guldimann Tim, SP/ZH	Kleiner Flavia	Operation Libero	SP	ZH	12.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SP	Sozialdemokratische Fraktion	Staatspolitik allgemein	Operation Libero	100
188	583	Guldimann Tim, SP/ZH	Iberg Caroline	Neue europäische Bewegung Schweiz	SP	ZH	12.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SP	Sozialdemokratische Fraktion	Pro EU	Neue Europäische Bewegung Schweiz	100
189	585	Gysi Barbara, SP/SG	Baumberger Petra	Fachverband Sucht	SP	SG	12.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SP	Sozialdemokratische Fraktion	Gesundheit	Fachverband Sucht	100
190	587	Hadorn Philipp, SP/SO	Lehmann Daniela	Gewerkschaft des Verkehrspersonals	SP	SO	12.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SP	Sozialdemokratische Fraktion	Arbeitnehmerorganisationen	Gewerkschaft des Verkehrspersonals SEV	95
191	588	Hardegger Thomas, SP/ZH	Cadonau Gallus	Solar Agentur Schweiz	SP	ZH	12.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SP	Sozialdemokratische Fraktion	Alternativenergie	Solar Agentur Schweiz	100
192	590	Häsler Christine, GPS/BE	Wirz Felix	Ecopolitics GmbH	GPS	BE	13.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	GPS	Grüne Fraktion	Consulting/PR	Ecopolitics GmbH	100
193	591	Häsler Christine, GPS/BE	Schaffner Ursula	AGILE.CH	GPS	BE	13.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	GPS	Grüne Fraktion	Behinderung	AGILE.CH	100
194	604	Hess Lorenz, BDP/BE	Beutler Nicole	furrerhugi.ag	BDP	BE	13.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	BDP	BDP Fraktion	Consulting/PR	furrerhugi.ag	100
195	614	Ingold Maja, EVP/ZH	Müller Werner	Birdlife Schweiz	EVP	ZH	14.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	CVP	CVP-Fraktion	Umwelt & Natur	Schweizer Vogelschutz SVS/BirdLife Schweiz	90
196	617	Jans Beat, SP/BS	Ballmer Mirjam	Pro Natura	SP	BS	14.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SP	Sozialdemokratische Fraktion	Umwelt & Natur	Pro Natura Solothurn	90
197	631	Landolt Martin, BDP/GL	Hottiger Steve	UBS AG	BDP	GL	15.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	BDP	BDP Fraktion	Banken	UBS AG	100
198	640	Maire Jacques-André, PSS/NE	Fischer Gabriel	Travail.Suisse	PSS	NE	16.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SP	Sozialdemokratische Fraktion	Arbeitnehmerorganisationen	Travail.Suisse	100
199	644	Markwalder Christa, FDP-Liberale/BE	Schürch Lukas	Neue Europäische Bewegung Schweiz	FDP	BE	16.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	FDP	FDP-Liberale Fraktion	Pro EU	Neue Europäische Bewegung Schweiz	100
200	652	Masshardt Nadine, SP/BE	Fischer Alex	WWF Schweiz	SP	BE	16.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SP	Sozialdemokratische Fraktion	Umwelt & Natur	WWF Schweiz	100
201	660	Meyer Mattea, SP/ZH	Gross Dominik	Alliance Sud	SP	ZH	17.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SP	Sozialdemokratische Fraktion	Hilfswerke international	Alliance Sud	100
202	661	Meyer Mattea, SP/ZH	Lampart Daniel	Schweizerischer Gewerkschaftsbund	SP	ZH	17.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SP	Sozialdemokratische Fraktion	Arbeitnehmerorganisationen	Schweizerischer Gewerkschaftsbund	100
203	665	Moser Tiana Angelina, glp/ZH	Flury Markus	Schweizer Musikrat	glp	ZH	17.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	glp	Grünliberale Fraktion	Musik	Schweizer Musikrat SMR	95
204	669	Müller Thomas, SVP/SG	Zumbühl Rudolf	Touring Club Schweiz	SVP	SG	17.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Individualverkehr	Touring Club Schweiz TCS	95
205	672	Müller-Altermatt Stefan, CVP/SO	Häseli Barbara	suva	CVP	SO	18.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	CVP	CVP-Fraktion	Versicherungen	Suva	100
206	673	Müller-Altermatt Stefan, CVP/SO	Maurer Jürg	Migros Genossenschaftsbund	CVP	SO	18.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	CVP	CVP-Fraktion	Detailhandel	Migros-Genossenschafts-Bund	98
207	674	Munz Martina, SP/SH	Hruschka Constantin	Schweizerische Flüchtlingshilfe	SP	SH	18.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SP	Sozialdemokratische Fraktion	Migration	Schweizerische Flüchtlingshilfe SFH	95
208	675	Munz Martina, SP/SH	Schuler Kaspar	Allianz Atomausstieg	SP	SH	18.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SP	Sozialdemokratische Fraktion	AKW-Gegner	Allianz Atomausstieg	100
209	677	Müri Felix, SVP/LU	Wittwer Benjamin	Bauenschweiz	SVP	LU	18.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Bauhauptgewerbe	bauenschweiz	100
210	679	Naef Martin, SP/ZH	Herkenrath Marc	Alliance Sud	SP	ZH	18.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SP	Sozialdemokratische Fraktion	Hilfswerke international	Alliance Sud	100
211	684	Nidegger Yves, UDC/GE	Zijdenbos Theo	Vereinigung Schweizerischer Privatbanken	UDC	GE	18.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Banken	Vereinigung Schweizerischer Privatbanken	100
212	685	Nidegger Yves, UDC/GE	Bollag Josef	Institute for Security Analysis and Strategic Networking	UDC	GE	18.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Sicherheit allgemein	Institut für Sicherheitsanalysen und strategisches Networking - Stiftung (ISSN)	90
213	696	Pezzatti Bruno, FDP-Liberale/ZG	Mühlethaler Jan	Suva	FDP	ZG	19.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	FDP	FDP-Liberale Fraktion	Versicherungen	Suva	100
214	697	Pezzatti Bruno, FDP-Liberale/ZG	Enggasser Josiane	Schweizer Obstverband	FDP	ZG	19.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	FDP	FDP-Liberale Fraktion	Obstwirtschaft	Schweizer Obstverband	100
215	698	Pfister Gerhard, CVP/ZG	Studerus Konrad	Studerus und Partner AG	CVP	ZG	19.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	CVP	CVP-Fraktion	Consulting/PR	Studerus und Partner AG	100
216	699	Pfister Gerhard, CVP/ZG	Mutter Bettina	Dynamics Group AG	CVP	ZG	19.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	CVP	CVP-Fraktion	Consulting/PR	Dynamics Group	95
217	704	Portmann Hans-Peter, FDP-Liberale/ZH	Hammer Andreas	KPMG	FDP	ZH	20.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	FDP	FDP-Liberale Fraktion	Advokaturen/Treuhand	KPMG AG	90
218	706	Quadranti Rosmarie, BDP/ZH	Baumann Bastian	Pink Cross	BDP	ZH	20.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	BDP	BDP Fraktion	Gleichstellung	Pink Cross	100
219	718	Rickli Natalie Simone, SVP/ZH	Bachmann Jürg	Verband Schweizer Privatradios (VSP)	SVP	ZH	20.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Elektronische Medien	Verband Schweizer Privatradios	95
220	720	Riklin Kathy, CVP/ZH	Weissen Roman	Swisscleantech	CVP	ZH	21.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	CVP	CVP-Fraktion	Cleantech	swisscleantech	100
221	724	Ritter Markus, CVP/SG	Rufer Martin	Schweizer Bauernverband	CVP	SG	21.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	CVP	CVP-Fraktion	Landwirtschaft allgemein	Schweizer Bauernverband	100
222	727	Romano Marco, CVP/TI	Borioli Sandoz Valérie	Travail.Suisse	CVP	TI	21.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	CVP	CVP-Fraktion	Arbeitnehmerorganisationen	Travail.Suisse	100
223	734	Rutz Gregor, SVP/ZH	Isler Claudia	IG Freiheit	SVP	ZH	21.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SVP	Fraktion der Schweizerischen Volkspartei	Staatspolitik allgemein	IG Freiheit	100
224	737	Rytz Regula, GPS/BE	Bianchi Doris	Schweizerischer Gewerkschaftsbund	GPS	BE	22.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	GPS	Grüne Fraktion	Arbeitnehmerorganisationen	Schweizerischer Gewerkschaftsbund	100
225	742	Schelbert Louis, GPS/LU	Liner Marcel	Pro Natura	GPS	LU	22.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	GPS	Grüne Fraktion	Umwelt & Natur	Pro Natura Solothurn	90
226	743	Schelbert Louis, GPS/LU	Schmid Adrian	Schweizer Heimatschutz	GPS	LU	22.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	GPS	Grüne Fraktion	Kulturinstitutionen	Schweizer Heimatschutz	100
227	744	Schenker Silvia, SP/BS	Kuert Killer Matthias	Travail.Suisse	SP	BS	22.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	SP	Sozialdemokratische Fraktion	Arbeitnehmerorganisationen	Travail.Suisse	100
228	746	Schilliger Peter, FDP-Liberale/LU	Kaufmann Hans-Peter	suissetec	FDP	LU	22.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	FDP	FDP-Liberale Fraktion	Baunebengewerbe	Schweizerisch-Liechtensteinischer Gebäudetechnikverband (suissetec)	90
229	747	Schilliger Peter, FDP-Liberale/LU	Müller Roland A.	Schweizerischer Arbeitgeberverband	FDP	LU	22.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	FDP	FDP-Liberale Fraktion	KMU/Gewerbe/Arbeitgeber	Schweizerischer Arbeitgeberverband	100
230	748	Schmid-Federer Barbara, CVP/ZH	Dürr Lucius	Schweizerischer Versicherungsverband	CVP	ZH	22.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	CVP	CVP-Fraktion	Versicherungen	Schweizerischer Versicherungsverband (SVV)	95
231	749	Schmid-Federer Barbara, CVP/ZH	Saxer Mark	furrerhugi.ag	CVP	ZH	22.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	CVP	CVP-Fraktion	Consulting/PR	furrerhugi.ag	100
232	752	Schneeberger Daniela, FDP-Liberale/BL	Lincoln Vanessa	Treuhand Suisse	FDP	BL	23.0	Register der Zutrittberechtigten 2016-01-21 N.pdf	FDP	FDP-Liberale Fraktion	Advokaturen/Treuhand	Treuhand Suisse	100
